No.,Time,Source,Destination,Protocol,Length,Info
155,183.110516,157.240.214.60,10.0.2.15,TLS,111,
156,183.110691,10.0.2.15,157.240.214.60,TLS,85,
157,183.197567,157.240.214.60,10.0.2.15,TLS,539,
158,183.198262,157.240.214.60,10.0.2.15,TLS,259,
159,184.40775,157.240.214.60,10.0.2.15,TLS,1446,
160,184.408884,157.240.214.60,10.0.2.15,TLS,118,
161,184.608997,157.240.214.60,10.0.2.15,TLS,148,
162,184.73335,157.240.214.60,10.0.2.15,TLS,147,
163,184.984314,10.0.2.15,157.240.214.60,TLS,147,
164,185.009579,10.0.2.15,157.240.214.60,TLS,146,
165,185.300864,10.0.2.15,157.240.214.60,TLS,146,
166,209.013105,157.240.214.60,10.0.2.15,TLS,151,
167,209.023247,10.0.2.15,157.240.214.60,TLS,150,
168,209.956634,157.240.214.60,10.0.2.15,TLS,149,
169,209.998312,10.0.2.15,157.240.214.60,TLS,148,
170,210.414206,10.0.2.15,157.240.214.60,TLS,124,
171,210.60246,157.240.214.60,10.0.2.15,TLS,126,
172,212.674085,157.240.214.60,10.0.2.15,TLS,1446,
173,212.675432,157.240.214.60,10.0.2.15,TLS,249,
174,212.984035,10.0.2.15,157.240.214.60,TLS,150,
175,213.358358,10.0.2.15,157.240.214.60,TLS,162,
176,213.545107,157.240.214.60,10.0.2.15,TLS,149,
177,220.555689,157.240.214.60,10.0.2.15,TLS,1446,
178,220.556262,157.240.214.60,10.0.2.15,TLS,268,
179,220.781768,10.0.2.15,157.240.214.60,TLS,147,
180,220.802722,157.240.214.60,10.0.2.15,TLS,148,
181,220.927888,10.0.2.15,157.240.214.60,TLS,146,
182,220.959258,157.240.214.60,10.0.2.15,TLS,147,
183,220.999524,10.0.2.15,157.240.214.60,TLS,146,
184,223.698025,10.0.2.15,157.240.214.60,TLS,123,
185,225.774049,10.0.2.15,157.240.214.60,TLS,123,
