No.,Time,Source,Destination,Protocol,Length,Info
347,156.96471,10.0.2.15,157.240.214.60,TLS,270,
348,157.218347,157.240.214.60,10.0.2.15,TLS,165,
349,157.397009,157.240.214.60,10.0.2.15,TLS,149,
350,157.401967,10.0.2.15,157.240.214.60,TLS,147,
351,157.615142,157.240.214.60,10.0.2.15,TLS,150,
352,157.668973,10.0.2.15,157.240.214.60,TLS,149,
353,158.714379,157.240.214.60,10.0.2.15,TLS,131,
354,161.351319,10.0.2.15,157.240.214.60,TLS,286,
355,161.624751,157.240.214.60,10.0.2.15,TLS,165,
356,161.80291,157.240.214.60,10.0.2.15,TLS,149,
357,161.808126,10.0.2.15,157.240.214.60,TLS,147,
358,161.918737,157.240.214.60,10.0.2.15,TLS,351,
359,162.156882,157.240.214.60,10.0.2.15,TLS,150,
360,162.347201,157.240.214.60,10.0.2.15,TLS,131,
361,162.512773,10.0.2.15,157.240.214.60,TLS,150,
362,162.561042,10.0.2.15,157.240.214.60,TLS,149,
363,163.047329,10.0.2.15,157.240.214.60,TLS,162,
364,163.23948,157.240.214.60,10.0.2.15,TLS,149,
365,164.270978,157.240.214.60,10.0.2.15,TLS,151,
366,164.276594,10.0.2.15,157.240.214.60,TLS,150,
367,164.284203,157.240.214.60,10.0.2.15,TLS,151,
368,164.291457,10.0.2.15,157.240.214.60,TLS,150,
369,164.298211,157.240.214.60,10.0.2.15,TLS,151,
370,164.305576,157.240.214.60,10.0.2.15,TLS,151,
371,164.308651,10.0.2.15,157.240.214.60,TLS,150,
372,164.315511,10.0.2.15,157.240.214.60,TLS,150,
373,165.25843,10.0.2.15,157.240.214.60,TLS,124,
374,166.613989,157.240.214.60,10.0.2.15,TLS,351,
375,167.157289,10.0.2.15,157.240.214.60,TLS,150,
376,167.500451,10.0.2.15,157.240.214.60,TLS,162,
377,167.690035,157.240.214.60,10.0.2.15,TLS,149,
378,168.399448,157.240.214.60,10.0.2.15,TLS,176,
379,168.425757,10.0.2.15,157.240.214.60,TLS,152,
380,169.197922,157.240.214.60,10.0.2.15,TLS,131,
381,171.296135,10.0.2.15,157.240.214.60,TLS,124,
382,172.782387,10.0.2.15,157.240.214.60,TLS,399,
383,173.043436,157.240.214.60,10.0.2.15,TLS,165,
384,173.222203,157.240.214.60,10.0.2.15,TLS,149,
385,173.237189,10.0.2.15,157.240.214.60,TLS,147,
386,173.363774,157.240.214.60,10.0.2.15,TLS,150,
387,173.405934,10.0.2.15,157.240.214.60,TLS,149,
388,174.43742,10.0.2.15,157.240.214.60,TLS,124,
389,176.058307,157.240.214.60,10.0.2.15,TLS,176,
390,176.312429,157.240.214.60,10.0.2.15,TLS,367,
391,176.528003,10.0.2.15,157.240.214.60,TLS,254,
